tld,suffix,country,category,reference
bi,bi,BI,,https://en.wikipedia.org/wiki/.bi
bi,co.bi,BI,,https://en.wikipedia.org/wiki/.bi
bi,com.bi,BI,,https://en.wikipedia.org/wiki/.bi
bi,edu.bi,BI,education,https://en.wikipedia.org/wiki/.bi
bi,gov.bi,BI,government,
bi,or.bi,BI,,https://en.wikipedia.org/wiki/.bi
bi,org.bi,BI,,https://en.wikipedia.org/wiki/.bi
bible,bible,,,2014-06-19 American Bible Society
bid,bid,,,2013-12-19 dot Bid Limited
bike,bike,,,"2013-08-27 Binky Moon, LLC"
bing,bing,,,2014-12-18 Microsoft Corporation
bingo,bingo,,,"2014-12-04 Binky Moon, LLC"
bio,bio,,,2014-03-06 Identity Digital Limited
biz,biz,,,https://en.wikipedia.org/wiki/.biz
biz,cloudns.biz,,,http://www.cloudns.net
biz,dscloud.biz,,,https://www.synology.com
biz,dyndns.biz,,,http://www.dyndns.com/services/dns/dyndns
biz,for-better.biz,,,http://www.dyndns.com/services/dns/dyndns
biz,for-more.biz,,,http://www.dyndns.com/services/dns/dyndns
biz,for-some.biz,,,http://www.dyndns.com/services/dns/dyndns
biz,for-the.biz,,,http://www.dyndns.com/services/dns/dyndns
biz,jozi.biz,,,https://discord.com
biz,mmafan.biz,,,https://noip.com
biz,myftp.biz,,,https://noip.com
biz,no-ip.biz,,,https://noip.com
biz,orx.biz,,,https://www.hostbip.com
biz,selfip.biz,,,http://www.dyndns.com/services/dns/dyndns
biz,webhop.biz,,,http://www.dyndns.com/services/dns/dyndns
bj,asso.bj,BJ,,https://en.wikipedia.org/wiki/.bj
bj,barreau.bj,BJ,,https://en.wikipedia.org/wiki/.bj
bj,bj,BJ,,https://en.wikipedia.org/wiki/.bj
bj,blogspot.bj,BJ,,http://www.goip.de
bj,gouv.bj,BJ,government,https://en.wikipedia.org/wiki/.bj
black,black,,,2014-01-16 Identity Digital Limited
blackfriday,blackfriday,,,"2014-01-16 Registry Services, LLC"
blockbuster,blockbuster,,,2015-07-30 Dish DBS Corporation
blog,blog,,,"2015-05-14 Knock Knock WHOIS There, LLC"
bloomberg,bloomberg,,,2014-07-17 Bloomberg IP Holdings LLC
blue,blue,,,2013-11-07 Identity Digital Limited
bm,bm,BM,,http://www.bermudanic.bm/dnr-text.txt
bm,com.bm,BM,,http://www.bermudanic.bm/dnr-text.txt
bm,edu.bm,BM,education,http://www.bermudanic.bm/dnr-text.txt
bm,gov.bm,BM,government,http://www.bermudanic.bm/dnr-text.txt
bm,net.bm,BM,,http://www.bermudanic.bm/dnr-text.txt
bm,org.bm,BM,,http://www.bermudanic.bm/dnr-text.txt
bms,bms,,,2014-10-30 Bristol-Myers Squibb Company
bmw,bmw,,,2014-01-09 Bayerische Motoren Werke Aktiengesellschaft
bn,bn,BN,,http://www.bnnic.bn/faqs
bn,co.bn,BN,,http://co.bn/faq.html
bn,com.bn,BN,,http://www.bnnic.bn/faqs
bn,edu.bn,BN,education,http://www.bnnic.bn/faqs
bn,gov.bn,BN,government,http://www.bnnic.bn/faqs
bn,net.bn,BN,,http://www.bnnic.bn/faqs
bn,org.bn,BN,,http://www.bnnic.bn/faqs
bnpparibas,bnpparibas,,,2014-05-29 BNP Paribas
bo,academia.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,agro.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,arte.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,blog.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,bolivia.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,ciencia.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,com.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,cooperativa.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,democracia.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,deporte.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,ecologia.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,economia.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,edu.bo,BO,education,https://nic.bo/delegacion2015.php#h-1.10
bo,empresa.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,gob.bo,BO,government,https://nic.bo/delegacion2015.php#h-1.10
bo,indigena.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,industria.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,info.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,int.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,medicina.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,mil.bo,BO,military,https://nic.bo/delegacion2015.php#h-1.10
bo,movimiento.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,musica.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,natural.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,net.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,nombre.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,noticias.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,org.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,patria.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,plurinacional.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,politica.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,profesional.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,pueblo.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,revista.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,salud.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,tecnologia.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,tksat.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,transporte.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,tv.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,web.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
bo,wiki.bo,BO,,https://nic.bo/delegacion2015.php#h-1.10
boats,boats,,,2014-12-04 XYZ.COM LLC
boehringer,boehringer,,,2015-07-09 Boehringer Ingelheim International GmbH
bofa,bofa,,,2015-07-31 Bank of America Corporation
bom,bom,,,2014-10-16 Núcleo de Informação e Coordenação do Ponto BR - NIC.br
bond,bond,,,2014-06-05 ShortDot SA
boo,boo,,,2014-01-30 Charleston Road Registry Inc.
book,book,,,"2015-08-27 Amazon Registry Services, Inc."
booking,booking,,,2015-07-16 Booking.com B.V.
bosch,bosch,,,2015-06-18 Robert Bosch GMBH
bostik,bostik,,,2015-05-28 Bostik SA
boston,boston,US,,"2015-12-10 Registry Services, LLC"
bot,bot,,,"2014-12-18 Amazon Registry Services, Inc."
boutique,boutique,,,"2013-11-14 Binky Moon, LLC"
box,box,,,2015-11-12 Intercap Registry Inc.
br,9guacu.br,BR,,http://registro.br/dominio/categoria.html
br,abc.br,BR,,http://registro.br/dominio/categoria.html
br,ac.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,ac.leg.br,BR,government,http://www.interlegis.leg.br
br,adm.br,BR,,http://registro.br/dominio/categoria.html
br,adv.br,BR,,http://registro.br/dominio/categoria.html
br,agr.br,BR,,http://registro.br/dominio/categoria.html
br,aju.br,BR,,http://registro.br/dominio/categoria.html
br,al.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,al.leg.br,BR,government,http://www.interlegis.leg.br
br,am.br,BR,,http://registro.br/dominio/categoria.html
br,am.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,am.leg.br,BR,government,http://www.interlegis.leg.br
br,anani.br,BR,,http://registro.br/dominio/categoria.html
br,ap.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,ap.leg.br,BR,government,http://www.interlegis.leg.br
br,aparecida.br,BR,,http://registro.br/dominio/categoria.html
br,app.br,BR,,http://registro.br/dominio/categoria.html
br,arq.br,BR,,http://registro.br/dominio/categoria.html
br,art.br,BR,,http://registro.br/dominio/categoria.html
br,ato.br,BR,,http://registro.br/dominio/categoria.html
br,b.br,BR,,http://registro.br/dominio/categoria.html
br,ba.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,ba.leg.br,BR,government,http://www.interlegis.leg.br
br,barueri.br,BR,,http://registro.br/dominio/categoria.html
br,belem.br,BR,,http://registro.br/dominio/categoria.html
br,bhz.br,BR,,http://registro.br/dominio/categoria.html
br,bib.br,BR,,http://registro.br/dominio/categoria.html
br,bio.br,BR,,http://registro.br/dominio/categoria.html
br,blog.br,BR,,http://registro.br/dominio/categoria.html
br,blogspot.com.br,BR,,http://www.goip.de
br,bmd.br,BR,,http://registro.br/dominio/categoria.html
br,boavista.br,BR,,http://registro.br/dominio/categoria.html
br,br,BR,,http://registro.br/dominio/categoria.html
br,bsb.br,BR,,http://registro.br/dominio/categoria.html
br,campinagrande.br,BR,,http://registro.br/dominio/categoria.html
br,campinas.br,BR,,http://registro.br/dominio/categoria.html
br,caxias.br,BR,,http://registro.br/dominio/categoria.html
br,ce.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,ce.leg.br,BR,government,http://www.interlegis.leg.br
br,cim.br,BR,,http://registro.br/dominio/categoria.html
br,cng.br,BR,,http://registro.br/dominio/categoria.html
br,cnt.br,BR,,http://registro.br/dominio/categoria.html
br,com.br,BR,,http://registro.br/dominio/categoria.html
br,contagem.br,BR,,http://registro.br/dominio/categoria.html
br,coop.br,BR,,http://registro.br/dominio/categoria.html
br,coz.br,BR,,http://registro.br/dominio/categoria.html
br,cri.br,BR,,http://registro.br/dominio/categoria.html
br,cuiaba.br,BR,,http://registro.br/dominio/categoria.html
br,curitiba.br,BR,,http://registro.br/dominio/categoria.html
br,def.br,BR,,http://registro.br/dominio/categoria.html
br,des.br,BR,,http://registro.br/dominio/categoria.html
br,det.br,BR,,http://registro.br/dominio/categoria.html
br,dev.br,BR,,http://registro.br/dominio/categoria.html
br,df.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,df.leg.br,BR,government,http://www.interlegis.leg.br
br,ecn.br,BR,,http://registro.br/dominio/categoria.html
br,eco.br,BR,,http://registro.br/dominio/categoria.html
br,edu.br,BR,education,http://registro.br/dominio/categoria.html
br,emp.br,BR,,http://registro.br/dominio/categoria.html
br,enf.br,BR,,http://registro.br/dominio/categoria.html
br,eng.br,BR,,http://registro.br/dominio/categoria.html
br,es.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,es.leg.br,BR,government,http://www.interlegis.leg.br
br,esp.br,BR,,http://registro.br/dominio/categoria.html
br,etc.br,BR,,http://registro.br/dominio/categoria.html
br,eti.br,BR,,http://registro.br/dominio/categoria.html
br,far.br,BR,,http://registro.br/dominio/categoria.html
br,feira.br,BR,,http://registro.br/dominio/categoria.html
br,flog.br,BR,,http://registro.br/dominio/categoria.html
br,floripa.br,BR,,http://registro.br/dominio/categoria.html
br,fm.br,BR,,http://registro.br/dominio/categoria.html
br,fnd.br,BR,,http://registro.br/dominio/categoria.html
br,fortal.br,BR,,http://registro.br/dominio/categoria.html
br,fot.br,BR,,http://registro.br/dominio/categoria.html
br,foz.br,BR,,http://registro.br/dominio/categoria.html
br,fst.br,BR,,http://registro.br/dominio/categoria.html
br,g12.br,BR,,http://registro.br/dominio/categoria.html
br,geo.br,BR,,http://registro.br/dominio/categoria.html
br,ggf.br,BR,,http://registro.br/dominio/categoria.html
br,go.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,go.leg.br,BR,government,http://www.interlegis.leg.br
br,goiania.br,BR,,http://registro.br/dominio/categoria.html
br,gov.br,BR,government,http://registro.br/dominio/categoria.html
br,gru.br,BR,,http://registro.br/dominio/categoria.html
br,imb.br,BR,,http://registro.br/dominio/categoria.html
br,ind.br,BR,,http://registro.br/dominio/categoria.html
br,inf.br,BR,,http://registro.br/dominio/categoria.html
br,jab.br,BR,,http://registro.br/dominio/categoria.html
br,jampa.br,BR,,http://registro.br/dominio/categoria.html
br,jdf.br,BR,,http://registro.br/dominio/categoria.html
br,joinville.br,BR,,http://registro.br/dominio/categoria.html
br,jor.br,BR,,http://registro.br/dominio/categoria.html
br,jus.br,BR,,http://registro.br/dominio/categoria.html
br,leg.br,BR,government,http://registro.br/dominio/categoria.html
br,lel.br,BR,,http://registro.br/dominio/categoria.html
br,log.br,BR,,http://registro.br/dominio/categoria.html
br,londrina.br,BR,,http://registro.br/dominio/categoria.html
br,ma.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,ma.leg.br,BR,government,http://www.interlegis.leg.br
br,macapa.br,BR,,http://registro.br/dominio/categoria.html
br,maceio.br,BR,,http://registro.br/dominio/categoria.html
br,manaus.br,BR,,http://registro.br/dominio/categoria.html
br,maringa.br,BR,,http://registro.br/dominio/categoria.html
br,mat.br,BR,,http://registro.br/dominio/categoria.html
br,med.br,BR,,http://registro.br/dominio/categoria.html
br,mg.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,mg.leg.br,BR,government,http://www.interlegis.leg.br
br,mil.br,BR,military,http://registro.br/dominio/categoria.html
br,morena.br,BR,,http://registro.br/dominio/categoria.html
br,mp.br,BR,,http://registro.br/dominio/categoria.html
br,ms.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,ms.leg.br,BR,government,http://www.interlegis.leg.br
br,mt.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,mt.leg.br,BR,government,http://www.interlegis.leg.br
br,mus.br,BR,,http://registro.br/dominio/categoria.html
br,natal.br,BR,,http://registro.br/dominio/categoria.html
br,net.br,BR,,http://registro.br/dominio/categoria.html
br,niteroi.br,BR,,http://registro.br/dominio/categoria.html
br,not.br,BR,,http://registro.br/dominio/categoria.html
br,ntr.br,BR,,http://registro.br/dominio/categoria.html
br,odo.br,BR,,http://registro.br/dominio/categoria.html
br,ong.br,BR,,http://registro.br/dominio/categoria.html
br,org.br,BR,,http://registro.br/dominio/categoria.html
br,osasco.br,BR,,http://registro.br/dominio/categoria.html
br,pa.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,pa.leg.br,BR,government,http://www.interlegis.leg.br
br,palmas.br,BR,,http://registro.br/dominio/categoria.html
br,pb.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,pb.leg.br,BR,government,http://www.interlegis.leg.br
br,pe.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,pe.leg.br,BR,government,http://www.interlegis.leg.br
br,pi.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,pi.leg.br,BR,government,http://www.interlegis.leg.br
br,poa.br,BR,,http://registro.br/dominio/categoria.html
br,ppg.br,BR,,http://registro.br/dominio/categoria.html
br,pr.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,pr.leg.br,BR,government,http://www.interlegis.leg.br
br,pro.br,BR,,http://registro.br/dominio/categoria.html
br,psc.br,BR,,http://registro.br/dominio/categoria.html
br,psi.br,BR,,http://registro.br/dominio/categoria.html
br,pvh.br,BR,,http://registro.br/dominio/categoria.html
br,qsl.br,BR,,http://registro.br/dominio/categoria.html
br,radio.br,BR,,http://registro.br/dominio/categoria.html
br,rec.br,BR,,http://registro.br/dominio/categoria.html
br,recife.br,BR,,http://registro.br/dominio/categoria.html
br,rep.br,BR,,http://registro.br/dominio/categoria.html
br,ribeirao.br,BR,,http://registro.br/dominio/categoria.html
br,rio.br,BR,,http://registro.br/dominio/categoria.html
br,riobranco.br,BR,,http://registro.br/dominio/categoria.html
br,riopreto.br,BR,,http://registro.br/dominio/categoria.html
br,rj.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,rj.leg.br,BR,government,http://www.interlegis.leg.br
br,rn.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,rn.leg.br,BR,government,http://www.interlegis.leg.br
br,ro.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,ro.leg.br,BR,government,http://www.interlegis.leg.br
br,rr.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,rr.leg.br,BR,government,http://www.interlegis.leg.br
br,rs.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,rs.leg.br,BR,government,http://www.interlegis.leg.br
br,salvador.br,BR,,http://registro.br/dominio/categoria.html
br,sampa.br,BR,,http://registro.br/dominio/categoria.html
br,santamaria.br,BR,,http://registro.br/dominio/categoria.html
br,santoandre.br,BR,,http://registro.br/dominio/categoria.html
br,saobernardo.br,BR,,http://registro.br/dominio/categoria.html
br,saogonca.br,BR,,http://registro.br/dominio/categoria.html
br,sc.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,sc.leg.br,BR,government,http://www.interlegis.leg.br
br,se.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,se.leg.br,BR,government,http://www.interlegis.leg.br
br,seg.br,BR,,http://registro.br/dominio/categoria.html
br,simplesite.com.br,BR,,https://www.omnibond.com
br,sjc.br,BR,,http://registro.br/dominio/categoria.html
br,slg.br,BR,,http://registro.br/dominio/categoria.html
br,slz.br,BR,,http://registro.br/dominio/categoria.html
br,sorocaba.br,BR,,http://registro.br/dominio/categoria.html
br,sp.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,sp.leg.br,BR,government,http://www.interlegis.leg.br
br,srv.br,BR,,http://registro.br/dominio/categoria.html
br,taxi.br,BR,,http://registro.br/dominio/categoria.html
br,tc.br,BR,,http://registro.br/dominio/categoria.html
br,tec.br,BR,,http://registro.br/dominio/categoria.html
br,teo.br,BR,,http://registro.br/dominio/categoria.html
br,the.br,BR,,http://registro.br/dominio/categoria.html
br,tmp.br,BR,,http://registro.br/dominio/categoria.html
br,to.gov.br,BR,government,http://registro.br/dominio/categoria.html
br,to.leg.br,BR,government,http://www.interlegis.leg.br
br,trd.br,BR,,http://registro.br/dominio/categoria.html
br,tur.br,BR,,http://registro.br/dominio/categoria.html
br,tv.br,BR,,http://registro.br/dominio/categoria.html
br,udi.br,BR,,http://registro.br/dominio/categoria.html
br,users.scale.virtualcloud.com.br,BR,,https://jelastic.com
br,vet.br,BR,,http://registro.br/dominio/categoria.html
br,vix.br,BR,,http://registro.br/dominio/categoria.html
br,vlog.br,BR,,http://registro.br/dominio/categoria.html
br,wiki.br,BR,,http://registro.br/dominio/categoria.html
br,zlg.br,BR,,http://registro.br/dominio/categoria.html
bradesco,bradesco,,,2014-12-18 Banco Bradesco S.A.
bridgestone,bridgestone,,,2014-12-18 Bridgestone Corporation
broadway,broadway,,,"2014-12-22 Celebrate Broadway, Inc."
broker,broker,,,"2014-12-11 Dog Beach, LLC"
brother,brother,,,"2015-01-29 Brother Industries, Ltd."
brussels,brussels,BE,,2014-02-06 DNS.be vzw
bs,bs,BS,,http://www.nic.bs/rules.html
bs,com.bs,BS,,http://www.nic.bs/rules.html
bs,edu.bs,BS,education,http://www.nic.bs/rules.html
bs,gov.bs,BS,government,http://www.nic.bs/rules.html
bs,net.bs,BS,,http://www.nic.bs/rules.html
bs,org.bs,BS,,http://www.nic.bs/rules.html
bs,we.bs,BS,,http://www.liquidnetlimited.com
bt,bt,BT,,https://en.wikipedia.org/wiki/.bt
bt,com.bt,BT,,https://en.wikipedia.org/wiki/.bt
bt,edu.bt,BT,education,https://en.wikipedia.org/wiki/.bt
bt,gov.bt,BT,government,https://en.wikipedia.org/wiki/.bt
bt,net.bt,BT,,https://en.wikipedia.org/wiki/.bt
bt,org.bt,BT,,https://en.wikipedia.org/wiki/.bt
build,build,,,2013-11-07 Plan Bee LLC
builders,builders,,,"2013-11-07 Binky Moon, LLC"
builders,cloudsite.builders,,,https://qualifio.com
business,business,,,"2013-11-07 Binky Moon, LLC"
business,co.business,,,https://Lifetime.Hosting
buy,buy,,,"2014-12-18 Amazon Registry Services, Inc."
buzz,buzz,,,2013-10-02 DOTSTRATEGY CO.
bv,bv,,,No registrations at this time.
bw,bw,BW,,https://en.wikipedia.org/wiki/.bw
bw,co.bw,BW,,https://en.wikipedia.org/wiki/.bw
bw,gov.bw,BW,government,
bw,org.bw,BW,,https://en.wikipedia.org/wiki/.bw
by,blogspot.com.by,BY,,http://www.goip.de
by,by,BY,,https://en.wikipedia.org/wiki/.by
by,com.by,BY,,https://en.wikipedia.org/wiki/.by
by,gov.by,BY,government,https://en.wikipedia.org/wiki/.by
by,mediatech.by,BY,,https://mediatech.by
by,mil.by,BY,military,https://en.wikipedia.org/wiki/.by
by,mycloud.by,BY,,https://jelastic.com
by,of.by,BY,,https://en.wikipedia.org/wiki/.by
bz,bz,BZ,,https://en.wikipedia.org/wiki/.bz
bz,com.bz,BZ,,https://en.wikipedia.org/wiki/.bz
bz,edu.bz,BZ,education,https://en.wikipedia.org/wiki/.bz
bz,gov.bz,BZ,government,https://en.wikipedia.org/wiki/.bz
bz,gsj.bz,BZ,,https://ghost.org
bz,net.bz,BZ,,https://en.wikipedia.org/wiki/.bz
bz,org.bz,BZ,,https://en.wikipedia.org/wiki/.bz
bz,za.bz,BZ,,http://www.centralnic.com/names/domains
bzh,bzh,FR,,2014-02-27 Association www.bzh
ca,ab.ca,CA,,https://en.wikipedia.org/wiki/.ca
ca,barsy.ca,CA,,http://alboto.ca
ca,bc.ca,CA,,https://en.wikipedia.org/wiki/.ca
ca,blogspot.ca,CA,,http://www.goip.de
ca,ca,CA,,https://en.wikipedia.org/wiki/.ca
